id	feature.patric_id	feature.aa_sequence_md5
511145.12	fig|511145.12.peg.1500	bd6602b1631cc0309e0d539f7f5d4602
511145.12	fig|511145.12.peg.3827	416a808f4fc13ba68768cf7d39153fcd
511145.12	fig|511145.12.peg.3012	f3126b331c87c32b2508ea259d60c90b
511145.12	fig|511145.12.peg.3130	57e0a11356ce3ca0dc086400937f1a7e
511145.12	fig|511145.12.peg.4439	94cec7342cc2d33a20ea52ca1c7d546d
511145.12	fig|511145.12.peg.1672	d99504d69de835a8516b33bbf623b36c
511145.12	fig|511145.12.peg.1350	247eb2cf2ab89ef911db325da65c592b
511145.12	fig|511145.12.peg.3983	2807b230fcc1f2c9acd0e0d31cd3fcf3
511145.12	fig|511145.12.peg.2104	0759fc5db2198086ff19c48c621e232c
511145.12	fig|511145.12.peg.2010	81452d9b40a102ada57a1e5be70e18ea
511145.12	fig|511145.12.peg.2905	1c22e9428d5342ff7ce99f6d8c9c5ee3
511145.12	fig|511145.12.peg.1900	2438b21594d2be1ec72263acfe9ba76f
511145.12	fig|511145.12.peg.34	ae7caab41013348183df893ed0613591
511145.12	fig|511145.12.peg.2877	acce6f5638d574b76b07483d742adee4
511145.12	fig|511145.12.peg.1869	36529b661fff19e99f4b5276e7adaf13
511145.12	fig|511145.12.peg.212	388cadc258c740e3d963af8bf6f1291d
511145.12	fig|511145.12.peg.4016	57a2292d55fc3b2bb2b01c9726349348
511145.12	fig|511145.12.peg.4187	5297cc62ebc9d01aed079cf8878d8337
511145.12	fig|511145.12.peg.2623	6ee152a5a913b9821bafe71b6237e54c
511145.12	fig|511145.12.peg.4068	bfabdd738cc4915d44ddb8814cf74056
511145.12	fig|511145.12.peg.819	b44cacfa6f04af42d5cc1336e756855c
511145.12	fig|511145.12.peg.2952	6285d1a8cab3b1ec864432daf6ba1daa
511145.12	fig|511145.12.peg.3640	71325da73117be62396e3d88f7afdcf5
511145.12	fig|511145.12.peg.588	77f9e93fe5de27017f7ed8d046edb071
511145.12	fig|511145.12.peg.1103	46aeaec8f464c962863c5da2c65b296e
511145.12	fig|511145.12.peg.1719	561dc6fad2a15ae70bea16e707715c50
511145.12	fig|511145.12.peg.1134	982e8fe64b3c7e5a1ad44dbbd2c9d022
511145.12	fig|511145.12.peg.1632	510308702530a836ee2995f25b9faeb4
511145.12	fig|511145.12.peg.2620	0749bf7dd4e705faeea83da9bb5b3937
511145.12	fig|511145.12.peg.3759	2931cc9d77f9b98049ada7f809299e11
511145.12	fig|511145.12.peg.2932	5f414d399df3441134a17c6e35b3487a
511145.12	fig|511145.12.peg.1043	a791fbbf9cab97f1825439328b45d839
511145.12	fig|511145.12.peg.3071	a877b45cd5ab13c71ade9f179fbb0c9c
511145.12	fig|511145.12.peg.1163	a0bb6da05e76073d54f884b632b12e60
511145.12	fig|511145.12.peg.3222	78261d16ff6656ac479f4550b2ddd7e2
511145.12	fig|511145.12.peg.2022	74707f15e3aaef9bf43e627eb700c391
511145.12	fig|511145.12.peg.4065	6f01c581f6ee902a2694e4d2a8c90988
511145.12	fig|511145.12.peg.1515	48779a404907341c0defb4b4b896c2cf
511145.12	fig|511145.12.peg.696	48e6dbcfb9f4e14ada66bf5eba60bce4
511145.12	fig|511145.12.peg.2692	d6ef643f0804ab84ab4a77a7091bab22
511145.12	fig|511145.12.peg.3633	4294920d88d2db92cb19badef5b2ded4
511145.12	fig|511145.12.peg.2540	df103efa85fcaeada99de04539dd2833
511145.12	fig|511145.12.peg.2962	c0855d46cd42c4a166fb830f6e184840
511145.12	fig|511145.12.peg.3293	e7b335ee1a6eca37cc7ce70d47aeab74
511145.12	fig|511145.12.peg.2610	91ef54ffa17e6a062f64b916b7f842ac
511145.12	fig|511145.12.peg.2448	582fc5ce73fd6c42c42d13990b18b7d3
511145.12	fig|511145.12.peg.1559	1eb6f5d3c5a435f999a6c3dca49a68d4
511145.12	fig|511145.12.peg.4075	72dc4284e0ec27f04b1861d61bb5e339
511145.12	fig|511145.12.peg.3937	3fe41c180d748b8b1949d7213bbc728e
511145.12	fig|511145.12.peg.2360	f60b025dbae23e3ebb8e35b400d5830d
511145.12	fig|511145.12.peg.3439	ef1fc8010739057d521c2c08f6fa32f9
511145.12	fig|511145.12.peg.2708	dc53afad12a0f784058f00d211e93e90
511145.12	fig|511145.12.peg.1649	6604b1be9f0c90350a0c8d3514f32e30
511145.12	fig|511145.12.peg.2370	5472dc539785dfa1047e5dc5e1ab8e7e
511145.12	fig|511145.12.peg.1321	db58d84cc2e2aa290ff6c4fb0dd50b51
511145.12	fig|511145.12.peg.1777	87fe9c37d27203e2cb7cd1e70ecf09b8
511145.12	fig|511145.12.peg.1220	00362c4b422b83dc24b4840c36ce5767
511145.12	fig|511145.12.peg.2254	76d373ba0068fd85094e2559dd07a94a
511145.12	fig|511145.12.peg.3204	d2c3a295c16faf3cb069b40d540c0c00
511145.12	fig|511145.12.peg.59	0de6f5d10286a29a72ae672024d23f37
511145.12	fig|511145.12.peg.2020	6b83302f620c4a9aedf46505490d2c81
511145.12	fig|511145.12.peg.3456	6aa8dfa0cc24636775eed62d25a0028f
511145.12	fig|511145.12.peg.4419	d0483c3e114fda0ca1ca4573b0a1b7d7
511145.12	fig|511145.12.peg.3031	3ba845c9be72bc9c13e72f5f445d2750
511145.12	fig|511145.12.peg.2415	436ce367a47a54826746c62953b37452
511145.12	fig|511145.12.peg.4337	519d6d5ecf1f210c6db8ce3c8fc93952
511145.12	fig|511145.12.peg.1058	23ee0d4a70a2d6d1fd499146cb3c5cc5
511145.12	fig|511145.12.peg.3845	7bac339cb1d6460fd61e7f58ec0a9959
511145.12	fig|511145.12.peg.1734	6a663e41d5a28c7acd663cce9cef41ba
511145.12	fig|511145.12.peg.2074	412f592304727f8f50fb24901445fee3
511145.12	fig|511145.12.peg.2166	d747daab607a7e429605aaffca2556f8
511145.12	fig|511145.12.peg.2419	d6474761a2d8f2787d17c08775c8d77c
511145.12	fig|511145.12.peg.2270	e66937b4a649fad008fbd62729aa16a5
511145.12	fig|511145.12.peg.3733	17b0e09e68d23fd9b8cfcac95bda5fe2
511145.12	fig|511145.12.peg.4384	8e061b03736136d32fd4f4485c8e72dc
511145.12	fig|511145.12.peg.2869	2a896b6c7409fdd3b557392e8e0350b0
511145.12	fig|511145.12.peg.126	86a2639b9f2396e0075415c5e4fbcf04
511145.12	fig|511145.12.peg.4426	950bf3a1043701a72038bd6628bf2e3a
511145.12	fig|511145.12.peg.736	dc5db9bfbf141178375c276cbb923c91
511145.12	fig|511145.12.peg.2282	0dc53922f09befddefb5df758b5db0ee
511145.12	fig|511145.12.peg.672	e7ec6a3e31a15a30f8d6904a026cdfe7
511145.12	fig|511145.12.peg.3833	3f21ff6cf1010b05b352686e724f547c
511145.12	fig|511145.12.peg.4195	a06991b1dd66dc90411c3b5c494dd250
511145.12	fig|511145.12.peg.281	fd5370d911f8d69042f9988299f03d5c
511145.12	fig|511145.12.peg.1418	26de0d37c25ab6364726fb8533836f2f
511145.12	fig|511145.12.peg.258	01984056cfaac223d45b1ac6da8b9def
511145.12	fig|511145.12.peg.2059	5b282db12288b928e45fdf9f03e3f0b6
511145.12	fig|511145.12.peg.2433	c342950e96fa5c52c159c41331068394
511145.12	fig|511145.12.peg.2245	73175ae3c97b07fa6aa7a76022803a31
511145.12	fig|511145.12.peg.883	299aa14268eb56d994ffae0e6d238b5a
511145.12	fig|511145.12.peg.752	753b0fd70db6b7058990018f6ede9e17
511145.12	fig|511145.12.peg.128	83e24d1b011dea566c31f593927c9702
511145.12	fig|511145.12.peg.4219	ed39301cd6fd38cfef9b149e911ba158
511145.12	fig|511145.12.peg.3798	b2aac0f03eb34d4328fb96c850b370c9
511145.12	fig|511145.12.peg.525	a1ef8771fae9935051929a9f52b34c79
511145.12	fig|511145.12.peg.3223	42c654c510a0556b0ed016cb14e23c0a
511145.12	fig|511145.12.peg.507	1956a8e47f72b42f52110c328f394d60
511145.12	fig|511145.12.peg.4101	a30532fe425b21bf247cfa9b90939faa
511145.12	fig|511145.12.peg.1531	518d722229fa6ceeca377747352bdbd8
511145.12	fig|511145.12.peg.2302	adfc34e80d5f6c23a9d3323bef7b0bca
511145.12	fig|511145.12.peg.4095	b5d2ac662405ed8122bc520d5bb79ca1
511145.12	fig|511145.12.peg.2900	3dbf2e28e039acdb27aba57a7e14a764
511145.12	fig|511145.12.peg.1002	517bba5c696b1624b2e7a3441e00b9d9
511145.12	fig|511145.12.peg.3765	48a464c75fdda7178a0dfb7ffd2d4f65
511145.12	fig|511145.12.peg.4381	3d49f8d590c20e84f8e85aedf5b38d3f
511145.12	fig|511145.12.peg.3837	b095b423c7210ed8ebb4b3b2c12cb132
511145.12	fig|511145.12.peg.2669	b81a8841be34ad90cf46589e02b5db5e
511145.12	fig|511145.12.peg.998	01f69ff97eb2baf3793e4041dd5e9dfe
511145.12	fig|511145.12.peg.1487	34bc58dabf73ed1fb3af5a167edd9e74
511145.12	fig|511145.12.peg.3228	49b1a5987b2239a525e1f03b695b1cb6
511145.12	fig|511145.12.peg.1413	952d37fd542797f02f1e6d08fd6be3b7
511145.12	fig|511145.12.peg.390	1d864791391a4de37124a1b9b6c46773
511145.12	fig|511145.12.peg.3808	2268f4daf4bf7885738375c940773157
511145.12	fig|511145.12.peg.3296	cd22b32ea00575d7ed99e863217ced58
511145.12	fig|511145.12.peg.1508	00b301637e93d58de57dbf8bb29e9026
511145.12	fig|511145.12.peg.423	71affcd52404a53dba2f3b6f1bfef285
511145.12	fig|511145.12.peg.2040	0a21ef64954bdb1c0fe155066f8b0c4c
511145.12	fig|511145.12.peg.3213	240172f1ce2927ac0102e27cc6586ffb
511145.12	fig|511145.12.peg.3413	4c31ca787dff2e8979a12d5731b91705
511145.12	fig|511145.12.peg.3446	ba5c462cef0b296fac2ec3a842557184
511145.12	fig|511145.12.peg.157	84438753d7cba90f0b21ff4792580f03
511145.12	fig|511145.12.peg.316	5606b0ad845085d2901679303e1134de
511145.12	fig|511145.12.peg.913	7685e403ced062aa096db5195bf558e7
511145.12	fig|511145.12.peg.1352	2260ff998867594ff6b17496c0063a0c
511145.12	fig|511145.12.peg.1693	db01e3168339eccf89562d127e8aba85
511145.12	fig|511145.12.peg.144	fc7345cfde518ea6c81c03af64274d80
511145.12	fig|511145.12.peg.2404	c4cdd1b70c465cb610c9f2b2a1983a58
511145.12	fig|511145.12.peg.3650	bed1c34253cbad79ba55da9821a29604
511145.12	fig|511145.12.peg.2834	c46cc044abcf0b53e91c75ded33d4a87
511145.12	fig|511145.12.peg.58	ed32b5f9d4e95d6589feff2585d812da
511145.12	fig|511145.12.peg.2679	bef5ae9f63f27bc5a8cb8c24f9e90bd6
511145.12	fig|511145.12.peg.4462	37684d301977c26fff05b379b229dcdd
511145.12	fig|511145.12.peg.834	edd6edbdc16d132f8504a447e8bb8bd4
511145.12	fig|511145.12.peg.2536	221493648e7a2ad71b262251e251b3ee
511145.12	fig|511145.12.peg.3963	26c37380d6b7a5bc969d70bec5d24d67
511145.12	fig|511145.12.peg.2836	0b869548277a05f7c8f60e7deb29fc74
511145.12	fig|511145.12.peg.1298	b7cf7c24afbdd6b77a39a81d93ce65da
511145.12	fig|511145.12.peg.1604	45194fb9a5e7b56a3187457fd9b976bb
511145.12	fig|511145.12.peg.49	11df24238fd422e66c6484387f36c952
511145.12	fig|511145.12.peg.2301	62196a7ab4e9074e1f8392a8799b6e44
511145.12	fig|511145.12.peg.4415	f857ffb5c0c954241453a3ea0532e1ee
511145.12	fig|511145.12.peg.1747	b364e47c26991e4e943e4d21553d6140
511145.12	fig|511145.12.peg.1679	d2bb197bf93306a063ee18864155420c
511145.12	fig|511145.12.peg.2119	b8f4fd209c433f46a488619afaed21db
511145.12	fig|511145.12.peg.3287	e49f79e31d9df52e18a789af3b13a1f3
511145.12	fig|511145.12.peg.1164	e038b84440bde78b74bd3bccf82e47fe
511145.12	fig|511145.12.peg.1943	fbfddc817c4c3720caa0df1f266bcd50
511145.12	fig|511145.12.peg.1125	20cfdd7fda7c0816078c40680a78ed55
511145.12	fig|511145.12.peg.1313	e9f1d9cb551c4481107e5ee141184990
511145.12	fig|511145.12.peg.3867	4bfc2ed15c60bb6bf4d68fc54f668b53
511145.12	fig|511145.12.peg.866	0fa1d45fced6f6200c60e597f4926f7b
511145.12	fig|511145.12.peg.2390	fa2354a0cbf2f634d110ddbd214670ab
511145.12	fig|511145.12.peg.4214	ed8c6830b9de8d09f41f3b10b8b750ff
511145.12	fig|511145.12.peg.2638	fb4d8060921d29754c0d9a2fc8006dd6
511145.12	fig|511145.12.peg.3121	f69c64219e2f9f7854c82b7c6d5a6bc7
511145.12	fig|511145.12.peg.3267	acfc3d95c35f3eb90de72a8b5dc799ef
511145.12	fig|511145.12.peg.4182	1e90af2a760a07849fb213a40f495859
511145.12	fig|511145.12.peg.2704	f5a64710e99eaf586d30566f0129af5e
511145.12	fig|511145.12.peg.3504	b447c2fc523cbb2a620c8d461afbc07b
511145.12	fig|511145.12.peg.2222	91088dc64a3321e784f7027a626c659f
511145.12	fig|511145.12.peg.1917	0cea6dce3ee844fdfbaa3dfde75abf19
511145.12	fig|511145.12.peg.2963	77bdf7f72ab2f675745beea848f0151b
511145.12	fig|511145.12.peg.754	497a2dbf0db113e210bc00046c9cabdc
511145.12	fig|511145.12.peg.1469	485cf2bd21128fd8bcaeb37bdeda982a
511145.12	fig|511145.12.peg.343	6858c3474c4dbbd401c74617222094b0
511145.12	fig|511145.12.peg.1334	22bf2f7f9b7a67b40b1ce44f918ff201
511145.12	fig|511145.12.peg.4432	a8e33b8d22b84fa15a5d6ee62092687c
511145.12	fig|511145.12.peg.2870	c29a6232dffab8a19396606b55d2b641
511145.12	fig|511145.12.peg.4194	56c2b65966dc23b88adfd8defa8ea2d7
511145.12	fig|511145.12.peg.2436	bc7bf55eca457e7f3382f1100b079077
511145.12	fig|511145.12.peg.3180	e11ec548a79753999e550101197c400f
511145.12	fig|511145.12.peg.3874	23707f97023e8f1b82c6afef143a8cb8
511145.12	fig|511145.12.peg.3599	9d09691ceae35d2290c48298e959323d
511145.12	fig|511145.12.peg.3539	2bbfd6cee16862bbce7d6cebf7225f77
511145.12	fig|511145.12.peg.4297	ddc1d6bb3e5a128d2b03981dca1be080
511145.12	fig|511145.12.peg.1168	d85b3bfd79fc3d04d5b29c206f3b0408
511145.12	fig|511145.12.peg.3892	f9de714674d1b64ac6831b260f357baa
511145.12	fig|511145.12.peg.4532	11a22032f6951d841446133a246dcd2f
511145.12	fig|511145.12.peg.3186	cc63ccb0cace0874f345f5025aa13d41
511145.12	fig|511145.12.peg.3249	0275d594d49c1f6c3d8cdb5b1e06f89f
511145.12	fig|511145.12.peg.1756	37bdf2d308438ce9698e92c189bf8cb3
511145.12	fig|511145.12.peg.1924	e8d0005da3a3e49a9db4d3d95377b718
511145.12	fig|511145.12.peg.542	be1b61a748a405cdb772bfd530b52d23
511145.12	fig|511145.12.peg.12	0d39280bf6256e4ebfb5b40449c56b29
511145.12	fig|511145.12.peg.739	2dcd81bb8bc7273f9c8051241c2ef1dd
511145.12	fig|511145.12.peg.1357	4f2b74b12129cb227031eb5b97afe5b4
511145.12	fig|511145.12.peg.566	5f1d1addbd85fbc1ec369c24df96490d
511145.12	fig|511145.12.peg.1952	a6e63b4e3fd3a7255641f67add96144e
511145.12	fig|511145.12.peg.917	7adccd89b1dd7e60f54a814b65b92b41
511145.12	fig|511145.12.peg.3977	0c0b8a31ea66bda1c9ef42fc8536da15
511145.12	fig|511145.12.peg.2799	449dd5c046c85ec2a6031e6d612a4336
511145.12	fig|511145.12.peg.638	db0e2b2b3872ec3003311d116dbe7655
511145.12	fig|511145.12.peg.2965	56ef52fc84e708556588dd43eb465591
511145.12	fig|511145.12.peg.970	1bfb9032a7a4df03d61ec4efa5cb0546
511145.12	fig|511145.12.peg.2186	a6d0c05cdefc4bc4732b7fadf4ad3eb9
511145.12	fig|511145.12.peg.1056	ed25affb142b22eac76c966fb845a958
511145.12	fig|511145.12.peg.3051	17d3560c19d38141b1e2c20ba87599ce
511145.12	fig|511145.12.peg.2787	d5f2b9b29f9bd3243c469bd634b9685a
511145.12	fig|511145.12.peg.467	990c3944a53f9d4e20318df8fc0ec1ff
511145.12	fig|511145.12.peg.1407	9fae655b036e7a88855a6280dc0620e6
511145.12	fig|511145.12.peg.1090	6474e13317b1796162a7eed2255455cb
511145.12	fig|511145.12.peg.1443	035d31818ee331523ed89644e47d97dc
511145.12	fig|511145.12.peg.3336	1062621ed99d416d9d264916ad240b05
511145.12	fig|511145.12.peg.3730	f93f64fdf3f900b3f6a70f31ea436868
511145.12	fig|511145.12.peg.4493	16820e7acaeecd23f6e3732b11b924e9
511145.12	fig|511145.12.peg.4373	4bc4e2950a34015dc197c68f8d50b94b
511145.12	fig|511145.12.peg.2776	2507a4ab2af9a92caef50a67e98a1a9e
511145.12	fig|511145.12.peg.2566	21197779d49f3d578c4b0baa72c7e2f9
511145.12	fig|511145.12.peg.332	b5d80ba7a45d546018efaf0d15f43c1c
511145.12	fig|511145.12.peg.1433	68746967da7ce60b10f98787b82479e2
511145.12	fig|511145.12.peg.2099	3a1dc7b17eef302acd65c1b776272a30
511145.12	fig|511145.12.peg.3114	2eb89a6976c828a20fdfc132c035bc6d
511145.12	fig|511145.12.peg.4172	09a1b6c0ffe0a41682afc322aeea31ee
511145.12	fig|511145.12.peg.3779	26e6c4258efce29f95fde20ccbf80368
511145.12	fig|511145.12.peg.1217	c62ee003d7208f5184e07dbae4039f63
511145.12	fig|511145.12.peg.798	328680e07a1114581f5ecb3856580677
511145.12	fig|511145.12.peg.2021	cb706f7a6ccb260924eae9f502dba8af
511145.12	fig|511145.12.peg.4506	71adbdc7d8bc54b5bc35848d0ddfbbd6
511145.12	fig|511145.12.peg.373	caadef463d9eed2abb0700f4a1ef3286
511145.12	fig|511145.12.peg.3468	d12522e698b144b338e9a7eb3c211fed
511145.12	fig|511145.12.peg.1468	8c00cb0491de1b73641b364716b337c2
511145.12	fig|511145.12.peg.3305	386e027e457f0b95276ef25a571eff4e
511145.12	fig|511145.12.peg.4000	0b6889b0005f431a8a0b64a564d78a9e
511145.12	fig|511145.12.peg.2607	6676b43083353d1759ae832916625cb8
511145.12	fig|511145.12.peg.1218	48e12cecac761e9a37f181be663a4bfe
511145.12	fig|511145.12.peg.2484	36a73a61f0358e2200cbfc41b35bd78e
511145.12	fig|511145.12.peg.1071	9ce746d7611832d309bb4dd16adfb71a
511145.12	fig|511145.12.peg.3839	4c6275f36cbc7af21ede543b7aeb2345
511145.12	fig|511145.12.peg.3940	38795d3facf63047ab028f62d0851ef1
511145.12	fig|511145.12.peg.2233	25039a1482469b5f2e4756711abe51d9
511145.12	fig|511145.12.peg.3641	a2cf4e51ab284c2df5700a6623076f93
511145.12	fig|511145.12.peg.973	7d26c0596437144899a23cc69f5e1d83
511145.12	fig|511145.12.peg.3459	629424812b09b0544699744b7968ce01
511145.12	fig|511145.12.peg.3757	ec5a4edd1dc8960a539b304220444219
511145.12	fig|511145.12.peg.1088	9c4970a407bfa883aec2c648e782e773
511145.12	fig|511145.12.peg.3548	62251455de77a373c872739252af0cd6
511145.12	fig|511145.12.peg.3042	3de6d0f21d64656307f7b3cd91c2ee03
511145.12	fig|511145.12.peg.168	6351cec6a6c59d9787fee4e6e170bf47
511145.12	fig|511145.12.peg.4349	6368f0cdf1a01dc384e1c2397a7d71e6
511145.12	fig|511145.12.peg.4020	332a8f88bf11b2a97fc66d3cc35aec1f
511145.12	fig|511145.12.peg.3117	08a9b1348813752b10bb807c80c4b69b
511145.12	fig|511145.12.peg.4530	1ecf1123362ce5c42234eb46e078ae1c
511145.12	fig|511145.12.peg.1292	2ebef17507b924f0510419cb133e9e5c
511145.12	fig|511145.12.peg.3353	99eb0d1551aed7f0e936a72975a72ae8
511145.12	fig|511145.12.peg.4350	5e17a86516a0e922489aad67242b433d
511145.12	fig|511145.12.peg.4434	f58413580917ac17af43c50f7c68e9b7
511145.12	fig|511145.12.peg.75	4d42f5f16566dbb9e6cade35cf385fe1
511145.12	fig|511145.12.peg.4129	c4bb6aec9b60aa072c62804bbd137730
511145.12	fig|511145.12.peg.91	9fc6a2249ccf26d2a5dd645ebb3f5e85
511145.12	fig|511145.12.peg.1949	2f797d95255ffffa73bb6b3a93d50c05
511145.12	fig|511145.12.peg.4474	e1be2efdebafdb2189690c233440a7a5
511145.12	fig|511145.12.peg.303	5ccaa8c288aec28506e2e79fea95ee9f
511145.12	fig|511145.12.peg.3283	da252a2c9269b079bc15906d45923c9b
511145.12	fig|511145.12.peg.1034	cc98e938aca4e118b6263dd13408b1c6
511145.12	fig|511145.12.peg.4121	93ad988d60fa22a774eb6f08673a912f
511145.12	fig|511145.12.peg.2487	2715e396f04256e3c02525755a44a328
511145.12	fig|511145.12.peg.1117	18a635cda0910181c6ca37d44a0e261a
511145.12	fig|511145.12.peg.3047	9ff14c10435689ced467c34bba27c400
511145.12	fig|511145.12.peg.1221	cc45c1a3a8952b8417341d5084001975
511145.12	fig|511145.12.peg.3955	bc62515b3acdc2240a05383f5c222af8
511145.12	fig|511145.12.peg.2803	f4985eca32fae16f846c01d9774093a2
511145.12	fig|511145.12.peg.1612	10fabe38d97150b751aaebac33025e13
511145.12	fig|511145.12.peg.1666	fbbea5c7e18289e215c03dfc57c2d8b7
511145.12	fig|511145.12.peg.1541	75cef5c27f840a1ec1b9d27616b76458
511145.12	fig|511145.12.peg.3311	842aef92aa45d076900102c61261a51e
511145.12	fig|511145.12.peg.990	5e6a0c788d0c833da07e1ed249e16d3e
511145.12	fig|511145.12.peg.2651	a92683830156d0799b51e748973330f4
511145.12	fig|511145.12.peg.461	14cb24435dc8036ccb3f450aa3bf50ec
511145.12	fig|511145.12.peg.2134	c49e1b8ee4db60632d7f2026faa0d50c
511145.12	fig|511145.12.peg.2497	a349e53e7e641c59727a480c8e6f1826
511145.12	fig|511145.12.peg.2198	a829b5075216c4a51e52827a7d9c601f
511145.12	fig|511145.12.peg.1709	703f9b9778717f8100d9df88d0cc741a
511145.12	fig|511145.12.peg.3688	b21a15f1751161e95d1823853b8ce530
511145.12	fig|511145.12.peg.517	4cad79037f47d23a61b9af142ed8b851
511145.12	fig|511145.12.peg.3235	744096e9045c70e0d5fdee473cde6033
511145.12	fig|511145.12.peg.1236	fd7c3aaca4063693e960bb9783dc23c5
511145.12	fig|511145.12.peg.4421	5507989de477096b4b7777fad1d90143
511145.12	fig|511145.12.peg.3382	8b7a837eef5a8ef62c5f207f8acd54c0
511145.12	fig|511145.12.peg.2954	e9d0a5629c6cb4141f55451e6130cec7
511145.12	fig|511145.12.peg.127	0684fb357355e8f0b8e6dfdf1d16760b
511145.12	fig|511145.12.peg.4295	ee987380464b011586c4911576560dd8
511145.12	fig|511145.12.peg.36	a9e5fb09e2ded7f9efee0fdabc5425ed
511145.12	fig|511145.12.peg.3975	16598aaf584fa79e607258db285c63b6
511145.12	fig|511145.12.peg.1169	c3f307642155ebe32b4c91383e8cadac
511145.12	fig|511145.12.peg.1974	fdffb37d29b896d05800fae3d46ceed2
511145.12	fig|511145.12.peg.514	d26d6db6ec1cde2e4fe868b4022c34c0
511145.12	fig|511145.12.peg.2045	7fc33f09ad64550cdc552a8b172d8012
511145.12	fig|511145.12.peg.4548	672a35a2e967d53f1ea6a756e33ab8a2
511145.12	fig|511145.12.peg.3536	3f062636bed0cf06fa22e81645b5893b
511145.12	fig|511145.12.peg.2056	089163044687fb0790c1c5efc6a9d03f
511145.12	fig|511145.12.peg.2956	f9344412821ec785c685a5089499df81
511145.12	fig|511145.12.peg.1282	7eacaaa70e2e9edb3d9724d5b112c85b
511145.12	fig|511145.12.peg.1069	443037e412687c305e27418c71575bab
511145.12	fig|511145.12.peg.2477	8902fe615cdfe858076263ea63c7a812
511145.12	fig|511145.12.peg.735	467418c36395ac67d6e3ec1c1aa1823a
511145.12	fig|511145.12.peg.1306	6dd1d92415e620b86e62141ad0579296
511145.12	fig|511145.12.peg.1901	9030c1c05bccbd63c9ee00333b30276d
511145.12	fig|511145.12.peg.2123	ffa31721c3190d3a7b58a748d24ff227
511145.12	fig|511145.12.peg.1184	c48e3746909de840d12f4c5642f73473
511145.12	fig|511145.12.peg.2883	b60b0b68dbe3564a1262cfea82549c27
511145.12	fig|511145.12.peg.3082	f8180eb1ecb2023f85a28387a58a0b99
511145.12	fig|511145.12.peg.2766	a29f59ebafce7e0553309b9794d32327
511145.12	fig|511145.12.peg.4255	62bbf7dad703c9502be42d1679853d2e
511145.12	fig|511145.12.peg.3591	43ba771fd82384759b3a3339459d5a98
511145.12	fig|511145.12.peg.4202	c1956ba4f44fc32d2743103cc50fac91
511145.12	fig|511145.12.peg.4011	bca2e9e0d6165326dffaadbf8f70637f
511145.12	fig|511145.12.peg.2744	1ed3a94de720a9cf7c335f412c277b28
511145.12	fig|511145.12.peg.2727	9214e8adc4840f03ece74a2dda668917
511145.12	fig|511145.12.peg.2212	e68ffefc2094b23fdfa3dea8e02ec7ca
511145.12	fig|511145.12.peg.80	85d752abb06a5e88eb0f9e825df40bb8
511145.12	fig|511145.12.peg.3256	ed254db07239fc87bd36c45a42b89b8d
511145.12	fig|511145.12.peg.1915	4036eba6ea3efdae5df69e700ae474f2
511145.12	fig|511145.12.peg.1686	509c7533945ab05353c9998041421cef
511145.12	fig|511145.12.peg.867	8ee9773f9e113ce236aaaf69eec21e0d
511145.12	fig|511145.12.peg.3778	d82007608c67128df35b6956aa7d5302
511145.12	fig|511145.12.peg.2748	aeb89bed277048d65b94424e03a8f9d2
511145.12	fig|511145.12.peg.2146	e801b53a18c7836a3462b201c1e4a71e
511145.12	fig|511145.12.peg.652	b65498f9705bea4bcec8be014cad784c
511145.12	fig|511145.12.peg.1651	81f242018c6c87beeeca846fb3c3785b
511145.12	fig|511145.12.peg.2496	a9e152d70c97a94d653fad26ef1ee6a9
511145.12	fig|511145.12.peg.2983	94de208da804ca385f33570c2fb3ac2d
511145.12	fig|511145.12.peg.576	0ef2927be1e92e77c0a4b73d45291519
511145.12	fig|511145.12.peg.3605	5476ba71ab630fd81d8d88f6bc00a531
511145.12	fig|511145.12.peg.3788	fc6d51953f67c437bdd39958c2e4ad8e
511145.12	fig|511145.12.peg.1774	06fae8bc6a882323282c58129bdf9b9e
511145.12	fig|511145.12.peg.2345	79dc583fc0c0cf31967fed7f7978e789
511145.12	fig|511145.12.peg.4192	3e6c64958fff1169846d0e965cdd2dfe
511145.12	fig|511145.12.peg.245	e465935ff61a153e054214ab25c51637
511145.12	fig|511145.12.peg.3323	39097d4807df3d2ffc8cced7a0aea629
511145.12	fig|511145.12.peg.1631	65f93608559390a786cdcd55a4542ef4
511145.12	fig|511145.12.peg.365	7f9c6a516649ac9acef9b491424dcf9b
511145.12	fig|511145.12.peg.506	5694d78b07062d40c14aa4526ef3273d
511145.12	fig|511145.12.peg.2778	f794ac5baa6c3dbbaaadca29ec072a57
511145.12	fig|511145.12.peg.2633	09f9c8a98471672eae8a4f00a1503757
511145.12	fig|511145.12.peg.4106	671c99f93c25609cc246c5d8ff3b74af
511145.12	fig|511145.12.peg.2291	e7e732f195c2b45b50d9be60c9a66db8
511145.12	fig|511145.12.peg.742	63b88daac06c583ed8cb43c128eed24b
511145.12	fig|511145.12.peg.4284	0eccaf784fe93dfc9c1af8dd4a22bc94
511145.12	fig|511145.12.peg.2556	c19304397ac23e2aa387684ae488c741
511145.12	fig|511145.12.peg.1757	e2c9322164568340796281692e9f16a2
511145.12	fig|511145.12.peg.2187	ff30404b087f6dce02e59d0bf35809ad
511145.12	fig|511145.12.peg.2149	8ef4f4e0528a478f524518fd5f226831
